\FIFO_E/FIFO_MEM_1_reg[0] :D FIFO_E/n140 [('FIFO_E/U298/Q', 'Output Pin(AO22X6)')]
\allocator_unit/arb_X_E/state_reg[0] :CP clk [('clk', 'Input Port')]
\allocator_unit/arb_X_E/state_reg[0] :SN reset [('reset', 'Input Port')]
\allocator_unit/arb_X_E/state_reg[0] :Q allocator_unit/arb_X_E/state[0] [('U668/B', 'Input Pin(NOR2X6)'), ('U653/B', 'Input Pin(NOR2X6)'), ('U587/A1', 'Input Pin(AOI31X6)')]
\allocator_unit/arb_X_E/state_reg[0] :QN n78 [('U665/B', 'Input Pin(NAND3X3)')]
\allocator_unit/arb_X_E/state_reg[1] :D allocator_unit/arb_X_E/state_in[1] [('U317/Q', 'Output Pin(NAND2X6)')]
\allocator_unit/arb_X_E/state_reg[1] :CP clk [('clk', 'Input Port')]
\allocator_unit/arb_X_E/state_reg[1] :RN reset [('reset', 'Input Port')]
\allocator_unit/arb_X_E/state_reg[1] :Q allocator_unit/arb_X_E/state[1] [('U666/A', 'Input Pin(NOR3X6)'), ('U621/A', 'Input Pin(NOR2X6)')]
\allocator_unit/arb_X_E/state_reg[1] :QN None None
\allocator_unit/arb_X_E/state_reg[2] :D allocator_unit/arb_X_E/state_in[2] [('U55/Q', 'Output Pin(NOR2X6)')]
\allocator_unit/arb_X_E/state_reg[2] :CP clk [('clk', 'Input Port')]
\allocator_unit/arb_X_E/state_reg[2] :RN reset [('reset', 'Input Port')]
\allocator_unit/arb_X_E/state_reg[2] :Q allocator_unit/arb_X_E/state[2] [('U667/A', 'Input Pin(NAND3X3)'), ('U666/C', 'Input Pin(NOR3X6)'), ('U653/A', 'Input Pin(NOR2X6)'), ('U588/B', 'Input Pin(NOR2X6)')]
\allocator_unit/arb_X_E/state_reg[2] :QN None None
\allocator_unit/arb_X_E/state_reg[4] :D allocator_unit/arb_X_E/state_in_4 [('allocator_unit/arb_X_E/U35/Q', 'Output Pin(OA21X6)')]
\allocator_unit/arb_X_E/state_reg[4] :CP clk [('clk', 'Input Port')]
\allocator_unit/arb_X_E/state_reg[4] :RN reset [('reset', 'Input Port')]
\allocator_unit/arb_X_E/state_reg[4] :Q allocator_unit/arb_X_E/state_4 [('U668/A', 'Input Pin(NOR2X6)'), ('U666/B', 'Input Pin(NOR3X6)'), ('U652/A', 'Input Pin(NAND3X3)'), ('U588/A', 'Input Pin(NOR2X6)')]
\allocator_unit/arb_X_E/state_reg[4] :QN None None
\allocator_unit/arb_X_E/state_reg[5] :D allocator_unit/arb_X_E/state_in_5 [('allocator_unit/arb_X_E/U33/Q', 'Output Pin(OA21X6)')]
\allocator_unit/arb_X_E/state_reg[5] :CP clk [('clk', 'Input Port')]
\allocator_unit/arb_X_E/state_reg[5] :RN reset [('reset', 'Input Port')]
\allocator_unit/arb_X_E/state_reg[5] :Q allocator_unit/arb_X_E/state_5 [('U665/A', 'Input Pin(NAND3X3)'), ('U621/B', 'Input Pin(NOR2X6)')]
\allocator_unit/arb_X_E/state_reg[5] :QN None None
\allocator_unit/arb_X_L/U17 :A allocator_unit/X_N_L [('allocator_unit/arb_N_X/U40/Q', 'Output Pin(OA21X6)')]
\allocator_unit/arb_X_L/U17 :Q allocator_unit/arb_X_L/n1 [('U336/B', 'Input Pin(NOR3X6)'), ('U59/A1', 'Input Pin(AOI311X3)'), ('allocator_unit/arb_X_L/U31/A2', 'Input Pin(AO21X6)')]
\allocator_unit/arb_X_L/U18 :A allocator_unit/X_E_L [('U108/Q', 'Output Pin(NOR2X6)')]
\allocator_unit/arb_X_L/U18 :Q allocator_unit/arb_X_L/n2 [('U113/A', 'Input Pin(NOR3X6)'), ('U59/A3', 'Input Pin(AOI311X3)'), ('allocator_unit/arb_X_L/U29/A', 'Input Pin(AND2X6)'), ('allocator_unit/arb_X_L/U35/A2', 'Input Pin(AO21X6)'), ('allocator_unit/arb_X_L/U36/A', 'Input Pin(AND2X6)')]
\allocator_unit/arb_X_L/U19 :A allocator_unit/X_W_L [('U326/Q', 'Output Pin(AOI21X6)')]
\allocator_unit/arb_X_L/U19 :Q allocator_unit/arb_X_L/n3 [('U116/C', 'Input Pin(NOR3X6)'), ('U59/A2', 'Input Pin(AOI311X3)'), ('allocator_unit/arb_X_L/U34/B', 'Input Pin(AND2X6)')]
\allocator_unit/arb_X_L/U20 :A allocator_unit/X_S_L [('allocator_unit/arb_S_X/U35/Q', 'Output Pin(OA21X6)')]
\allocator_unit/arb_X_L/U20 :Q allocator_unit/arb_X_L/n4 [('U314/B2', 'Input Pin(AO32X4)'), ('U117/C', 'Input Pin(NOR3X6)'), ('U58/B', 'Input Pin(NOR2X6)'), ('allocator_unit/arb_X_L/U33/A', 'Input Pin(AND2X6)')]
\allocator_unit/arb_X_L/U21 :A allocator_unit/arb_X_L/n24 [('U592/Q', 'Output Pin(NOR3X6)')]
\allocator_unit/arb_X_L/U21 :Q allocator_unit/arb_X_L/n5 [('allocator_unit/arb_X_L/U37/C', 'Input Pin(OR3X6)')]
\allocator_unit/arb_X_L/U22 :A allocator_unit/arb_X_L/n20 [('U616/Q', 'Output Pin(NAND3X3)')]
\allocator_unit/arb_X_L/U22 :Q allocator_unit/arb_X_L/n6 [('allocator_unit/arb_X_L/U28/A2', 'Input Pin(OA21X6)'), ('allocator_unit/arb_X_L/U35/B1', 'Input Pin(AO21X6)')]
\allocator_unit/arb_X_L/U23 :A allocator_unit/arb_X_L/n21 [('U614/Q', 'Output Pin(NAND3X3)')]
\allocator_unit/arb_X_L/U23 :Q allocator_unit/arb_X_L/n7 [('allocator_unit/arb_X_L/U31/B1', 'Input Pin(AO21X6)'), ('allocator_unit/arb_X_L/U35/A1', 'Input Pin(AO21X6)')]
\allocator_unit/arb_X_L/U24 :A allocator_unit/arb_X_L/n19 [('U615/Q', 'Output Pin(NAND3X3)')]
\allocator_unit/arb_X_L/U24 :Q allocator_unit/arb_X_L/n8 [('U314/B1', 'Input Pin(AO32X4)'), ('U59/C1', 'Input Pin(AOI311X3)')]
\allocator_unit/arb_X_L/U28 :A1 allocator_unit/arb_X_L/n14 [('allocator_unit/arb_X_L/U29/Q', 'Output Pin(AND2X6)')]
\allocator_unit/arb_X_L/U28 :A2 allocator_unit/arb_X_L/n6 [('allocator_unit/arb_X_L/U22/Q', 'Output Pin(CLKINVX10)')]
\allocator_unit/arb_X_L/U28 :B1 allocator_unit/X_W_L [('U326/Q', 'Output Pin(AOI21X6)')]
\allocator_unit/arb_X_L/U28 :Q allocator_unit/arb_X_L/state_in[4] [('allocator_unit/arb_X_L/state_reg[4]/D', 'Input Pin(DFCX4)')]
\allocator_unit/arb_X_L/U29 :A allocator_unit/arb_X_L/n2 [('allocator_unit/arb_X_L/U18/Q', 'Output Pin(CLKINVX10)')]
\allocator_unit/arb_X_L/U29 :B allocator_unit/arb_X_L/n15 [('allocator_unit/arb_X_L/U31/Q', 'Output Pin(AO21X6)')]
\allocator_unit/arb_X_L/U29 :Q allocator_unit/arb_X_L/n14 [('allocator_unit/arb_X_L/U28/A1', 'Input Pin(OA21X6)')]
\allocator_unit/arb_X_L/U30 :A1 allocator_unit/arb_X_L/n16 [('U306/Q', 'Output Pin(NOR3X6)')]
\allocator_unit/arb_X_L/U30 :A2 allocator_unit/arb_X_L/n15 [('allocator_unit/arb_X_L/U31/Q', 'Output Pin(AO21X6)')]
\allocator_unit/arb_X_L/U30 :B1 allocator_unit/X_E_L [('U108/Q', 'Output Pin(NOR2X6)')]
\allocator_unit/arb_X_L/U30 :Q allocator_unit/arb_X_L/state_in[3] [('allocator_unit/arb_X_L/state_reg[3]/D', 'Input Pin(DFCX4)')]
\allocator_unit/arb_X_L/U31 :A1 allocator_unit/arb_X_L/n17 [('U314/Q', 'Output Pin(AO32X4)')]
\allocator_unit/arb_X_L/U31 :A2 allocator_unit/arb_X_L/n1 [('allocator_unit/arb_X_L/U17/Q', 'Output Pin(CLKINVX10)')]
\allocator_unit/arb_X_L/U31 :B1 allocator_unit/arb_X_L/n7 [('allocator_unit/arb_X_L/U23/Q', 'Output Pin(CLKINVX10)')]
\allocator_unit/arb_X_L/U31 :Q allocator_unit/arb_X_L/n15 [('allocator_unit/arb_X_L/U29/B', 'Input Pin(AND2X6)'), ('allocator_unit/arb_X_L/U30/A2', 'Input Pin(OA21X6)')]
\allocator_unit/arb_X_L/U32 :A1 allocator_unit/arb_X_L/n18 [('allocator_unit/arb_X_L/U33/Q', 'Output Pin(AND2X6)')]
\allocator_unit/arb_X_L/U32 :A2 allocator_unit/arb_X_L/n17 [('U314/Q', 'Output Pin(AO32X4)')]
\allocator_unit/arb_X_L/U32 :B1 allocator_unit/X_N_L [('allocator_unit/arb_N_X/U40/Q', 'Output Pin(OA21X6)')]
\allocator_unit/arb_X_L/U32 :Q allocator_unit/arb_X_L/state_in[2] [('allocator_unit/arb_X_L/state_reg[2]/D', 'Input Pin(DFCX4)')]
\allocator_unit/arb_X_L/U33 :A allocator_unit/arb_X_L/n4 [('allocator_unit/arb_X_L/U20/Q', 'Output Pin(CLKINVX10)')]
\allocator_unit/arb_X_L/U33 :B allocator_unit/arb_X_L/n13 [('allocator_unit/arb_X_L/U34/Q', 'Output Pin(AND2X6)')]
\allocator_unit/arb_X_L/U33 :Q allocator_unit/arb_X_L/n18 [('allocator_unit/arb_X_L/U32/A1', 'Input Pin(OA21X6)')]
\allocator_unit/arb_X_L/U34 :A allocator_unit/arb_X_L/n22 [('allocator_unit/arb_X_L/U35/Q', 'Output Pin(AO21X6)')]
\allocator_unit/arb_X_L/U34 :B allocator_unit/arb_X_L/n3 [('allocator_unit/arb_X_L/U19/Q', 'Output Pin(CLKINVX10)')]
\allocator_unit/arb_X_L/U34 :Q allocator_unit/arb_X_L/n13 [('U59/B1', 'Input Pin(AOI311X3)'), ('allocator_unit/arb_X_L/U33/B', 'Input Pin(AND2X6)')]
\allocator_unit/arb_X_L/U35 :A1 allocator_unit/arb_X_L/n7 [('allocator_unit/arb_X_L/U23/Q', 'Output Pin(CLKINVX10)')]
\allocator_unit/arb_X_L/U35 :A2 allocator_unit/arb_X_L/n2 [('allocator_unit/arb_X_L/U18/Q', 'Output Pin(CLKINVX10)')]
\allocator_unit/arb_X_L/U35 :B1 allocator_unit/arb_X_L/n6 [('allocator_unit/arb_X_L/U22/Q', 'Output Pin(CLKINVX10)')]
\allocator_unit/arb_X_L/U35 :Q allocator_unit/arb_X_L/n22 [('allocator_unit/arb_X_L/U34/A', 'Input Pin(AND2X6)')]
\allocator_unit/arb_X_L/U36 :A allocator_unit/arb_X_L/n2 [('allocator_unit/arb_X_L/U18/Q', 'Output Pin(CLKINVX10)')]
\allocator_unit/arb_X_L/U36 :B allocator_unit/arb_X_L/n16 [('U306/Q', 'Output Pin(NOR3X6)')]
\allocator_unit/arb_X_L/U36 :Q allocator_unit/arb_X_L/state_in_0 [('allocator_unit/arb_X_L/state_reg[0]/D', 'Input Pin(DFPX4)')]
\allocator_unit/arb_X_L/U37 :A allocator_unit/arb_X_L/n23 [('U595/Q', 'Output Pin(NOR2X6)')]
\allocator_unit/arb_X_L/U37 :B allocator_unit/arb_X_L/state[4] [('allocator_unit/arb_X_L/state_reg[4]/Q', 'Output Pin(DFCX4)')]
\allocator_unit/arb_X_L/U37 :C allocator_unit/arb_X_L/n5 [('allocator_unit/arb_X_L/U21/Q', 'Output Pin(CLKINVX10)')]
\allocator_unit/arb_X_L/U37 :Q allocator_unit/arb_X_L/n26 [('U336/A', 'Input Pin(NOR3X6)')]
\allocator_unit/arb_X_L/state_reg[0] :D allocator_unit/arb_X_L/state_in_0 [('allocator_unit/arb_X_L/U36/Q', 'Output Pin(AND2X6)')]
\allocator_unit/arb_X_L/state_reg[0] :CP clk [('clk', 'Input Port')]
\allocator_unit/arb_X_L/state_reg[0] :SN reset [('reset', 'Input Port')]
\allocator_unit/arb_X_L/state_reg[0] :Q allocator_unit/arb_X_L/state_0 [('U613/C', 'Input Pin(NOR3X6)'), ('U592/C', 'Input Pin(NOR3X6)')]
\allocator_unit/arb_X_L/state_reg[0] :QN None None
\allocator_unit/arb_X_L/state_reg[2] :D allocator_unit/arb_X_L/state_in[2] [('allocator_unit/arb_X_L/U32/Q', 'Output Pin(OA21X6)')]
\allocator_unit/arb_X_L/state_reg[2] :CP clk [('clk', 'Input Port')]
\allocator_unit/arb_X_L/state_reg[2] :RN reset [('reset', 'Input Port')]
\allocator_unit/arb_X_L/state_reg[2] :Q allocator_unit/arb_X_L/state[2] [('U613/A', 'Input Pin(NOR3X6)')]
\allocator_unit/arb_X_L/state_reg[2] :QN n79 [('U616/B', 'Input Pin(NAND3X3)'), ('U336/C', 'Input Pin(NOR3X6)')]
\allocator_unit/arb_X_L/state_reg[3] :D allocator_unit/arb_X_L/state_in[3] [('allocator_unit/arb_X_L/U30/Q', 'Output Pin(OA21X6)')]
\allocator_unit/arb_X_L/state_reg[3] :CP clk [('clk', 'Input Port')]
\allocator_unit/arb_X_L/state_reg[3] :RN reset [('reset', 'Input Port')]
\allocator_unit/arb_X_L/state_reg[3] :Q allocator_unit/arb_X_L/state[3] [('U614/C', 'Input Pin(NAND3X3)'), ('U592/A', 'Input Pin(NOR3X6)')]
\allocator_unit/arb_X_L/state_reg[3] :QN n85 [('U615/B', 'Input Pin(NAND3X3)')]
\allocator_unit/arb_X_L/state_reg[4] :D allocator_unit/arb_X_L/state_in[4] [('allocator_unit/arb_X_L/U28/Q', 'Output Pin(OA21X6)')]
\allocator_unit/arb_X_L/state_reg[4] :CP clk [('clk', 'Input Port')]
\allocator_unit/arb_X_L/state_reg[4] :RN reset [('reset', 'Input Port')]
\allocator_unit/arb_X_L/state_reg[4] :Q allocator_unit/arb_X_L/state[4] [('U616/C', 'Input Pin(NAND3X3)'), ('U613/B', 'Input Pin(NOR3X6)'), ('allocator_unit/arb_X_L/U37/B', 'Input Pin(OR3X6)')]
\allocator_unit/arb_X_L/state_reg[4] :QN None None
\allocator_unit/arb_X_L/state_reg[5] :D allocator_unit/arb_X_L/state_in[5] [('U58/Q', 'Output Pin(NOR2X6)')]
\allocator_unit/arb_X_L/state_reg[5] :CP clk [('clk', 'Input Port')]
\allocator_unit/arb_X_L/state_reg[5] :RN reset [('reset', 'Input Port')]
\allocator_unit/arb_X_L/state_reg[5] :Q allocator_unit/arb_X_L/state[5] [('U615/C', 'Input Pin(NAND3X3)'), ('U592/B', 'Input Pin(NOR3X6)')]
\allocator_unit/arb_X_L/state_reg[5] :QN n83 [('U614/B', 'Input Pin(NAND3X3)')]
\allocator_unit/arb_X_N/U19 :A allocator_unit/X_E_N [('U377/Q', 'Output Pin(NOR2X6)')]
\allocator_unit/arb_X_N/U19 :Q allocator_unit/arb_X_N/n1 [('U118/C', 'Input Pin(NOR3X6)'), ('allocator_unit/arb_X_N/U29/B1', 'Input Pin(OA21X6)'), ('allocator_unit/arb_X_N/U36/A', 'Input Pin(AND2X6)')]
\allocator_unit/arb_X_N/U20 :A allocator_unit/X_W_N [('allocator_unit/arb_W_X/U34/Q', 'Output Pin(OA21X6)')]
\allocator_unit/arb_X_N/U20 :Q allocator_unit/arb_X_N/n2 [('U111/A', 'Input Pin(NOR3X6)'), ('allocator_unit/arb_X_N/U36/B', 'Input Pin(AND2X6)')]
\allocator_unit/arb_X_N/U22 :A allocator_unit/X_L_N [('U332/Q', 'Output Pin(AOI21X6)')]
\allocator_unit/arb_X_N/U22 :Q allocator_unit/arb_X_N/n4 [('U114/A', 'Input Pin(NOR3X6)'), ('allocator_unit/arb_X_N/U35/A', 'Input Pin(AND2X6)')]
\allocator_unit/arb_X_N/U23 :A allocator_unit/arb_X_N/n18 [('U292/Q', 'Output Pin(NAND3X3)')]
\allocator_unit/arb_X_N/U23 :Q allocator_unit/arb_X_N/n5 [('allocator_unit/arb_X_N/U32/A2', 'Input Pin(OA21X6)')]
\allocator_unit/arb_X_N/U25 :A allocator_unit/arb_X_N/n15 [('U594/Q', 'Output Pin(NAND3X3)')]
\allocator_unit/arb_X_N/U25 :Q allocator_unit/arb_X_N/n7 [('allocator_unit/arb_X_N/U28/A2', 'Input Pin(OA21X6)')]
\allocator_unit/arb_X_N/U28 :A1 allocator_unit/arb_X_N/n14 [('allocator_unit/arb_X_N/U29/Q', 'Output Pin(OA21X6)')]
\allocator_unit/arb_X_N/U28 :A2 allocator_unit/arb_X_N/n7 [('allocator_unit/arb_X_N/U25/Q', 'Output Pin(CLKINVX10)')]
\allocator_unit/arb_X_N/U28 :B1 allocator_unit/X_W_N [('allocator_unit/arb_W_X/U34/Q', 'Output Pin(OA21X6)')]
\allocator_unit/arb_X_N/U28 :Q allocator_unit/arb_X_N/state_in[4] [('allocator_unit/arb_X_N/state_reg[4]/D', 'Input Pin(DFCX4)')]
\allocator_unit/arb_X_N/U29 :A1 allocator_unit/arb_X_N/n16 [('allocator_unit/arb_X_N/U35/Q', 'Output Pin(AND2X6)')]
\allocator_unit/arb_X_N/U29 :A2 allocator_unit/arb_X_N/n11 [('U291/Q', 'Output Pin(OAI21X6)')]
\allocator_unit/arb_X_N/U29 :B1 allocator_unit/arb_X_N/n1 [('allocator_unit/arb_X_N/U19/Q', 'Output Pin(CLKINVX10)')]
\allocator_unit/arb_X_N/U29 :Q allocator_unit/arb_X_N/n14 [('allocator_unit/arb_X_N/U28/A1', 'Input Pin(OA21X6)')]
\allocator_unit/arb_X_N/U30 :A1 allocator_unit/arb_X_N/n17 [('allocator_unit/arb_X_N/U31/Q', 'Output Pin(AND2X6)')]
\allocator_unit/arb_X_N/U30 :A2 allocator_unit/arb_X_N/n11 [('U291/Q', 'Output Pin(OAI21X6)')]
\allocator_unit/arb_X_N/U30 :B1 allocator_unit/X_E_N [('U377/Q', 'Output Pin(NOR2X6)')]
\allocator_unit/arb_X_N/U30 :Q allocator_unit/arb_X_N/state_in[3] [('allocator_unit/arb_X_N/state_reg[3]/D', 'Input Pin(DFCX4)')]
\allocator_unit/arb_X_N/U31 :A allocator_unit/arb_X_N/n16 [('allocator_unit/arb_X_N/U35/Q', 'Output Pin(AND2X6)')]
\allocator_unit/arb_X_N/U31 :B allocator_unit/arb_X_N/n13 [('U290/Q', 'Output Pin(OAI21X6)')]
\allocator_unit/arb_X_N/U31 :Q allocator_unit/arb_X_N/n17 [('allocator_unit/arb_X_N/U30/A1', 'Input Pin(OA21X6)')]
\allocator_unit/arb_X_N/U32 :A1 allocator_unit/arb_X_N/n20 [('allocator_unit/arb_X_N/U33/Q', 'Output Pin(OA21X6)')]
\allocator_unit/arb_X_N/U32 :A2 allocator_unit/arb_X_N/n5 [('allocator_unit/arb_X_N/U23/Q', 'Output Pin(CLKINVX10)')]
\allocator_unit/arb_X_N/U32 :B1 allocator_unit/X_L_N [('U332/Q', 'Output Pin(AOI21X6)')]
\allocator_unit/arb_X_N/U32 :Q allocator_unit/arb_X_N/state_in_1 [('allocator_unit/arb_X_N/state_reg[1]/D', 'Input Pin(DFCX4)')]
\allocator_unit/arb_X_N/U33 :A1 allocator_unit/arb_X_N/n12 [('allocator_unit/arb_X_N/U36/Q', 'Output Pin(AND2X6)')]
\allocator_unit/arb_X_N/U33 :A2 allocator_unit/arb_X_N/n13 [('U290/Q', 'Output Pin(OAI21X6)')]
\allocator_unit/arb_X_N/U33 :B1 n47 [('U12/Q', 'Output Pin(OAI21X6)')]
\allocator_unit/arb_X_N/U33 :Q allocator_unit/arb_X_N/n20 [('allocator_unit/arb_X_N/U32/A1', 'Input Pin(OA21X6)')]
\allocator_unit/arb_X_N/U34 :A allocator_unit/arb_X_N/n12 [('allocator_unit/arb_X_N/U36/Q', 'Output Pin(AND2X6)')]
\allocator_unit/arb_X_N/U34 :B allocator_unit/arb_X_N/n16 [('allocator_unit/arb_X_N/U35/Q', 'Output Pin(AND2X6)')]
\allocator_unit/arb_X_N/U34 :Q allocator_unit/arb_X_N/state_in_0 [('allocator_unit/arb_X_N/state_reg[0]/D', 'Input Pin(DFPX4)')]
\allocator_unit/arb_X_N/U35 :A allocator_unit/arb_X_N/n4 [('allocator_unit/arb_X_N/U22/Q', 'Output Pin(CLKINVX10)')]
\allocator_unit/arb_X_N/U35 :B n47 [('U12/Q', 'Output Pin(OAI21X6)')]
\allocator_unit/arb_X_N/U35 :Q allocator_unit/arb_X_N/n16 [('allocator_unit/arb_X_N/U29/A1', 'Input Pin(OA21X6)'), ('allocator_unit/arb_X_N/U31/A', 'Input Pin(AND2X6)'), ('allocator_unit/arb_X_N/U34/B', 'Input Pin(AND2X6)')]
\allocator_unit/arb_X_N/U36 :A allocator_unit/arb_X_N/n1 [('allocator_unit/arb_X_N/U19/Q', 'Output Pin(CLKINVX10)')]
\allocator_unit/arb_X_N/U36 :B allocator_unit/arb_X_N/n2 [('allocator_unit/arb_X_N/U20/Q', 'Output Pin(CLKINVX10)')]
\allocator_unit/arb_X_N/U36 :Q allocator_unit/arb_X_N/n12 [('U316/A2', 'Input Pin(AOI21X6)'), ('allocator_unit/arb_X_N/U33/A1', 'Input Pin(OA21X6)'), ('allocator_unit/arb_X_N/U34/A', 'Input Pin(AND2X6)')]
\allocator_unit/arb_X_N/U37 :A allocator_unit/arb_X_N/state[4] [('allocator_unit/arb_X_N/state_reg[4]/Q', 'Output Pin(DFCX4)')]
\allocator_unit/arb_X_N/U37 :B allocator_unit/arb_X_N/state[5] [('allocator_unit/arb_X_N/state_reg[5]/Q', 'Output Pin(DFCX4)')]
\allocator_unit/arb_X_N/U37 :C allocator_unit/arb_X_N/state[3] [('allocator_unit/arb_X_N/state_reg[3]/Q', 'Output Pin(DFCX4)')]
\allocator_unit/arb_X_N/U37 :Q allocator_unit/arb_X_N/n23 [('U689/A1', 'Input Pin(OA31X4)')]
\allocator_unit/arb_X_S/U20 :A allocator_unit/X_N_S [('U85/Q', 'Output Pin(AOI21X6)')]
\allocator_unit/arb_X_S/U20 :Q allocator_unit/arb_X_S/n1 [('U91/C', 'Input Pin(NOR3X6)'), ('U49/B', 'Input Pin(NOR2X6)')]
\allocator_unit/arb_X_S/U21 :A allocator_unit/X_E_S [('U328/Q', 'Output Pin(AOI21X6)')]
\allocator_unit/arb_X_S/U21 :Q allocator_unit/arb_X_S/n2 [('U112/A', 'Input Pin(NOR3X6)')]
\allocator_unit/arb_X_S/U22 :A allocator_unit/X_W_S [('allocator_unit/arb_W_X/U33/Q', 'Output Pin(AND2X6)')]
\allocator_unit/arb_X_S/U22 :Q allocator_unit/arb_X_S/n3 [('U101/C', 'Input Pin(NOR3X6)'), ('U50/B', 'Input Pin(NOR2X6)')]
\allocator_unit/arb_X_S/U23 :A allocator_unit/X_L_S [('U330/Q', 'Output Pin(AOI21X6)')]
\allocator_unit/arb_X_S/U23 :Q allocator_unit/arb_X_S/n4 [('U98/A', 'Input Pin(NOR3X6)')]
\allocator_unit/arb_X_S/U24 :A allocator_unit/arb_X_S/n19 [('U300/Q', 'Output Pin(NAND3X3)')]
\allocator_unit/arb_X_S/U24 :Q allocator_unit/arb_X_S/n5 [('allocator_unit/arb_X_S/U34/A2', 'Input Pin(OA21X6)')]
\allocator_unit/arb_X_S/U26 :A allocator_unit/arb_X_S/n16 [('U596/Q', 'Output Pin(NAND3X3)')]
\allocator_unit/arb_X_S/U26 :Q allocator_unit/arb_X_S/n7 [('allocator_unit/arb_X_S/U31/A2', 'Input Pin(OA21X6)')]
\allocator_unit/arb_X_S/U27 :A allocator_unit/arb_X_S/n25 [('U593/Q', 'Output Pin(NOR3X6)')]
\allocator_unit/arb_X_S/U27 :Q allocator_unit/arb_X_S/n8 [('U690/A1', 'Input Pin(OA31X4)')]
\allocator_unit/arb_X_S/U30 :A1 allocator_unit/arb_X_S/n12 [('allocator_unit/arb_X_S/U33/Q', 'Output Pin(OA21X6)')]
\allocator_unit/arb_X_S/U30 :A2 allocator_unit/arb_X_S/n13 [('allocator_unit/arb_X_S/U37/Q', 'Output Pin(OR2X6)')]
\allocator_unit/arb_X_S/U30 :B1 allocator_unit/arb_X_S/n14 [('allocator_unit/arb_X_S/U35/Q', 'Output Pin(OA21X6)')]
\allocator_unit/arb_X_S/U30 :Q allocator_unit/arb_X_S/n11 [('U50/A', 'Input Pin(NOR2X6)')]
\allocator_unit/arb_X_S/U31 :A1 allocator_unit/arb_X_S/n15 [('U320/Q', 'Output Pin(AOI21X6)')]
\allocator_unit/arb_X_S/U31 :A2 allocator_unit/arb_X_S/n7 [('allocator_unit/arb_X_S/U26/Q', 'Output Pin(CLKINVX10)')]
\allocator_unit/arb_X_S/U31 :B1 allocator_unit/X_E_S [('U328/Q', 'Output Pin(AOI21X6)')]
\allocator_unit/arb_X_S/U31 :Q allocator_unit/arb_X_S/state_in[3] [('allocator_unit/arb_X_S/state_reg[3]/D', 'Input Pin(DFCX4)')]
\allocator_unit/arb_X_S/U32 :A1 allocator_unit/arb_X_S/n14 [('allocator_unit/arb_X_S/U35/Q', 'Output Pin(OA21X6)')]
\allocator_unit/arb_X_S/U32 :A2 allocator_unit/arb_X_S/n17 [('allocator_unit/arb_X_S/U36/Q', 'Output Pin(OR2X6)')]
\allocator_unit/arb_X_S/U32 :B1 allocator_unit/arb_X_S/n12 [('allocator_unit/arb_X_S/U33/Q', 'Output Pin(OA21X6)')]
\allocator_unit/arb_X_S/U32 :Q allocator_unit/arb_X_S/n18 [('U49/A', 'Input Pin(NOR2X6)')]
\allocator_unit/arb_X_S/U33 :A1 allocator_unit/arb_X_S/n19 [('U300/Q', 'Output Pin(NAND3X3)')]
\allocator_unit/arb_X_S/U33 :A2 allocator_unit/X_L_S [('U330/Q', 'Output Pin(AOI21X6)')]
\allocator_unit/arb_X_S/U33 :B1 allocator_unit/arb_X_S/n20 [('U690/Q', 'Output Pin(OA31X4)')]
\allocator_unit/arb_X_S/U33 :Q allocator_unit/arb_X_S/n12 [('U320/A2', 'Input Pin(AOI21X6)'), ('allocator_unit/arb_X_S/U30/A1', 'Input Pin(OA21X6)'), ('allocator_unit/arb_X_S/U32/B1', 'Input Pin(OA21X6)')]
\allocator_unit/arb_X_S/U34 :A1 allocator_unit/arb_X_S/n21 [('U321/Q', 'Output Pin(AOI21X6)')]
\allocator_unit/arb_X_S/U34 :A2 allocator_unit/arb_X_S/n5 [('allocator_unit/arb_X_S/U24/Q', 'Output Pin(CLKINVX10)')]
\allocator_unit/arb_X_S/U34 :B1 allocator_unit/X_L_S [('U330/Q', 'Output Pin(AOI21X6)')]
\allocator_unit/arb_X_S/U34 :Q allocator_unit/arb_X_S/state_in[1] [('allocator_unit/arb_X_S/state_reg[1]/D', 'Input Pin(DFCX4)')]
\allocator_unit/arb_X_S/U35 :A1 allocator_unit/arb_X_S/n16 [('U596/Q', 'Output Pin(NAND3X3)')]
\allocator_unit/arb_X_S/U35 :A2 allocator_unit/X_E_S [('U328/Q', 'Output Pin(AOI21X6)')]
\allocator_unit/arb_X_S/U35 :B1 allocator_unit/arb_X_S/n22 [('U654/Q', 'Output Pin(NAND3X3)')]
\allocator_unit/arb_X_S/U35 :Q allocator_unit/arb_X_S/n14 [('U321/A2', 'Input Pin(AOI21X6)'), ('allocator_unit/arb_X_S/U30/B1', 'Input Pin(OA21X6)'), ('allocator_unit/arb_X_S/U32/A1', 'Input Pin(OA21X6)')]
\allocator_unit/arb_X_S/U36 :A allocator_unit/X_L_S [('U330/Q', 'Output Pin(AOI21X6)')]
\allocator_unit/arb_X_S/U36 :B allocator_unit/X_W_S [('allocator_unit/arb_W_X/U33/Q', 'Output Pin(AND2X6)')]
\allocator_unit/arb_X_S/U36 :Q allocator_unit/arb_X_S/n17 [('U320/A1', 'Input Pin(AOI21X6)'), ('U57/B', 'Input Pin(NOR2X6)'), ('allocator_unit/arb_X_S/U32/A2', 'Input Pin(OA21X6)')]
